,index
2499,174023
2500,240023
2501,94636
2502,245592
2503,206029
2504,125604
2505,98986
2506,20942
2507,50950
2508,206203
2509,15220
2510,83136
2511,259220
2512,300450
2513,211934
2514,148029
2515,234645
2516,249430
2517,134673
2518,81330
2519,145823
2520,251666
2521,135142
2522,58165
2523,204771
2524,141445
2525,22054
2526,211491
2527,70576
2528,285936
2529,171721
2530,309091
2531,332934
2532,166855
2533,274447
2534,292021
2535,269450
2536,265753
2537,117403
2538,40455
2539,326984
2540,29965
2541,127040
2542,310143
2543,83630
2544,106858
2545,59695
2546,321174
2547,69623
2548,50345
2549,127944
2550,66326
2551,263321
2552,23028
2553,330886
2554,331667
2555,206991
2556,13344
2557,155494
2558,335220
2559,293405
2560,239284
2561,23497
2562,318509
2563,286103
2564,308382
2565,278500
2566,271675
2567,113165
2568,327187
2569,264208
2570,75859
2571,127815
2572,331195
2573,251573
2574,221315
2575,49599
2576,259856
2577,99176
2578,30691
2579,168309
2580,118187
2581,230596
2582,87151
2583,275876
2584,95117
2585,264246
2586,81213
2587,151467
2588,287638
2589,149526
2590,22304
2591,70820
2592,54341
2593,134003
2594,122557
2595,166737
2596,213508
2597,292545
2598,261887
2599,173402
2600,282333
2601,292176
2602,277442
2603,333841
2604,304060
2605,210069
2606,37306
2607,294756
2608,345542
2609,288427
2610,266206
2611,90810
2612,119890
2613,157726
2614,83110
2615,197058
2616,256374
2617,60227
2618,239858
2619,323087
2620,134097
2621,234409
2622,231654
2623,179928
2624,296257
2625,290025
2626,138108
2627,174367
2628,62931
2629,222034
2630,242896
2631,273639
2632,185999
2633,266521
2634,262931
2635,114306
2636,280394
2637,113081
2638,217229
2639,230832
2640,267910
2641,293287
2642,35063
2643,106894
2644,275974
2645,190139
2646,231201
2647,190041
2648,223441
2649,347963
2650,268032
2651,306672
2652,71448
2653,170949
2654,175774
2655,1415
2656,337538
2657,187328
2658,341534
2659,45954
2660,228412
2661,303672
2662,40107
2663,38752
2664,190736
2665,180912
2666,297897
2667,174701
2668,239584
2669,287049
2670,146807
2671,171706
2672,101775
2673,34210
2674,284935
2675,4189
2676,251069
2677,203782
2678,106789
2679,79446
2680,347977
2681,279546
2682,188352
2683,135005
2684,292522
2685,202182
2686,317642
2687,111202
2688,148744
2689,5172
2690,325085
2691,201879
2692,202358
2693,96781
2694,6435
2695,158538
2696,46059
2697,319344
2698,130909
2699,225219
2700,92872
2701,326437
2702,245196
2703,332501
2704,222321
2705,100390
2706,258440
2707,294801
2708,273029
2709,3779
2710,69021
2711,52921
2712,29230
2713,23150
2714,303475
2715,189492
2716,16083
2717,2772
2718,36661
2719,97294
2720,291728
2721,202534
2722,244747
2723,299095
2724,70379
2725,74605
2726,142064
2727,245379
2728,286471
2729,124294
2730,215877
2731,242439
2732,29095
2733,218476
2734,3853
2735,13179
2736,82542
2737,184249
2738,122979
2739,228270
2740,249562
2741,143397
2742,211614
2743,11368
2744,111925
2745,252337
2746,312341
2747,78223
2748,286287
2749,236849
2750,247098
2751,205549
2752,40726
2753,333409
2754,208499
2755,245282
2756,28379
2757,152376
2758,148970
2759,169170
2760,294941
2761,327096
2762,320417
2763,277383
2764,126150
2765,58568
2766,313014
2767,270331
2768,211576
2769,262255
2770,243511
2771,62283
2772,118863
2773,215714
2774,56275
2775,2212
2776,148488
2777,124845
2778,284589
2779,337156
2780,154288
2781,233899
2782,145120
2783,49151
2784,170074
2785,121312
2786,194885
2787,19164
2788,325613
2789,265830
2790,175405
2791,5130
2792,16465
2793,253339
2794,273468
2795,296288
2796,149615
2797,136231
2798,155517
2799,25227
2800,327481
2801,11536
2802,325932
2803,12967
2804,302671
2805,335249
2806,25179
2807,171915
2808,34764
2809,123938
2810,301982
2811,24036
2812,303553
2813,248313
2814,20907
2815,176539
2816,323706
2817,38909
2818,85370
2819,227386
2820,86667
2821,329185
2822,203784
2823,73858
2824,12184
2825,329493
2826,231937
2827,256168
2828,191699
2829,88039
2830,342138
2831,76852
2832,323042
2833,45818
2834,168360
2835,148128
2836,137033
2837,207911
2838,188323
2839,98219
2840,305463
2841,22683
2842,253207
2843,339238
2844,205334
2845,302852
2846,158966
2847,197301
2848,23255
2849,51412
2850,251690
2851,160639
2852,163588
2853,138360
2854,236523
2855,320015
2856,287073
2857,133860
2858,220951
2859,39272
2860,257482
2861,50330
2862,336546
2863,97994
2864,289708
2865,95223
2866,342643
2867,254769
2868,54587
2869,84791
2870,129284
2871,20366
2872,323958
2873,341289
2874,63401
2875,13106
2876,252537
2877,14988
2878,259249
2879,315224
2880,28883
2881,200473
2882,232456
2883,11949
2884,133324
2885,227637
2886,181847
2887,77158
2888,331484
2889,109657
2890,305766
2891,129881
2892,25207
2893,320133
2894,37735
2895,280993
2896,347063
2897,87797
2898,170491
2899,15252
2900,127412
2901,31045
2902,293823
2903,171315
2904,197175
2905,207541
2906,87125
2907,307079
2908,134847
2909,185385
2910,18715
2911,131141
2912,76078
2913,76205
2914,215348
2915,243818
2916,166677
2917,235198
2918,238700
2919,46377
2920,330651
2921,148091
2922,192993
2923,122875
2924,192201
2925,68620
2926,218220
2927,55707
2928,186676
2929,301121
2930,186716
2931,154782
2932,319311
2933,133340
2934,29939
2935,25869
2936,266924
2937,159501
2938,322791
2939,79796
2940,320368
2941,118401
2942,94796
2943,136027
2944,285265
2945,142283
2946,21576
2947,320809
2948,43802
2949,200149
2950,17248
2951,172369
2952,170229
2953,148225
2954,296298
2955,117809
2956,332176
2957,38339
2958,334022
2959,302380
2960,116900
2961,239841
2962,150678
2963,101103
2964,299058
2965,123842
2966,322694
2967,161369
2968,65714
2969,188288
2970,258177
2971,225117
2972,296557
2973,45771
2974,253631
2975,15129
2976,27724
2977,318789
2978,262410
2979,102261
2980,345614
2981,277255
2982,240326
2983,132743
2984,221904
2985,295949
2986,52852
2987,174157
2988,187280
2989,312120
2990,136589
2991,100187
2992,270966
2993,6583
2994,216479
2995,338015
2996,38303
2997,122154
2998,225312
2999,108900
3000,181228
3001,206190
3002,334826
3003,132201
3004,47064
3005,232536
3006,3210
3007,168578
3008,201707
3009,177356
3010,206448
3011,139460
3012,283737
3013,227965
3014,324248
3015,246957
3016,79825
3017,201056
3018,58807
3019,80053
3020,310108
3021,254089
3022,168270
3023,243091
3024,329304
3025,147698
3026,115643
3027,145020
3028,164590
3029,163422
3030,81191
3031,31892
3032,114202
3033,176012
3034,261460
3035,317281
3036,279428
3037,49831
3038,176350
3039,97523
3040,79150
3041,49219
3042,126542
3043,345459
3044,98560
3045,151986
3046,132013
3047,329353
3048,285756
3049,260285
3050,347729
3051,104648
3052,235161
3053,269230
3054,248899
3055,300823
3056,289621
3057,237009
3058,128021
3059,254446
3060,243903
3061,261798
3062,322784
3063,66960
3064,3464
3065,83369
3066,150177
3067,4213
3068,51170
3069,272875
3070,88110
3071,113289
3072,84395
3073,133242
3074,181332
3075,262975
3076,334307
3077,307587
3078,308968
3079,270394
3080,336469
3081,24266
3082,68068
3083,233022
3084,155471
3085,111117
3086,249594
3087,26180
3088,271855
3089,173105
3090,195566
3091,284440
3092,126983
3093,200866
3094,334828
3095,177615
3096,132438
3097,148053
3098,191499
3099,336899
3100,167624
3101,276928
3102,31863
3103,130562
3104,228877
3105,106306
3106,228944
3107,222719
3108,19665
3109,207006
3110,143512
3111,294123
3112,322914
3113,227016
3114,169000
3115,166329
3116,315260
3117,95439
3118,299168
3119,333645
3120,169582
3121,271660
3122,121886
3123,115365
3124,60778
3125,210674
3126,317043
3127,114848
3128,88108
3129,86439
3130,103156
3131,237062
3132,244657
3133,110197
3134,184552
3135,243858
3136,49042
3137,304862
3138,98546
3139,99009
3140,308878
3141,52697
3142,334533
3143,244984
3144,83833
3145,106231
3146,132588
3147,311090
3148,42579
3149,214287
3150,220559
3151,192995
3152,110046
3153,325419
3154,221436
3155,176829
3156,218999
3157,193014
3158,223877
3159,211887
3160,192348
3161,267260
3162,208831
3163,119303
3164,309044
3165,192111
3166,112429
3167,115937
3168,176606
3169,204688
3170,86876
3171,135335
3172,222217
3173,231235
3174,254352
3175,74270
3176,104941
3177,273148
3178,83325
3179,166597
3180,235671
3181,107843
3182,85918
3183,187495
3184,50663
3185,185480
3186,326050
3187,117610
3188,150801
3189,6658
3190,255479
3191,21359
3192,143981
3193,10697
3194,87428
3195,78091
3196,306203
3197,1462
3198,183615
3199,304856
3200,11840
3201,132577
3202,113798
3203,202106
3204,45851
3205,197372
3206,277553
3207,154672
3208,258801
3209,175514
3210,331856
3211,13434
3212,7541
3213,277973
3214,318642
3215,141258
3216,147700
3217,294630
3218,340260
3219,307619
3220,242961
3221,346285
3222,127046
3223,117347
3224,198753
3225,217908
3226,103924
3227,200390
3228,229949
3229,228882
3230,307702
3231,322337
3232,158523
3233,251990
3234,204778
3235,135534
3236,304027
3237,101025
3238,314964
3239,333125
3240,201512
3241,171798
3242,179462
3243,74541
3244,144446
3245,167481
3246,76765
3247,274966
3248,279608
3249,235833
3250,27950
3251,94846
3252,45358
3253,237305
3254,119349
3255,159722
3256,11930
3257,184447
3258,219055
3259,82968
3260,155075
3261,211809
3262,260742
3263,155127
3264,43480
3265,219967
3266,292530
3267,222439
3268,157779
3269,199041
3270,312955
3271,267678
3272,177668
3273,215489
3274,135453
3275,64831
3276,230834
3277,44197
3278,1660
3279,40468
3280,138671
3281,6293
3282,175251
3283,29557
3284,47548
3285,174954
3286,52152
3287,263858
3288,195386
3289,48434
3290,288010
3291,50904
3292,5041
3293,176147
3294,60253
3295,342804
3296,228722
3297,333597
3298,270397
3299,85750
3300,242259
3301,324170
3302,283487
3303,309351
3304,74247
3305,129561
3306,344008
3307,157449
3308,133753
3309,258614
3310,238068
3311,184872
3312,143294
3313,152581
3314,342373
3315,15454
3316,335241
3317,214772
3318,51368
3319,127197
3320,19767
3321,20124
3322,157208
3323,274004
3324,320773
3325,35756
3326,213881
3327,290422
3328,259430
3329,212855
3330,286431
3331,208420
3332,224314
3333,318053
3334,17493
3335,196829
3336,150733
3337,323251
3338,304175
3339,12642
3340,51755
3341,161531
3342,37323
3343,260465
3344,70575
3345,233509
3346,163224
3347,330896
3348,333511
3349,326037
3350,277175
3351,231974
3352,55667
3353,137958
3354,264285
3355,159413
3356,49546
3357,140906
3358,309772
3359,135370
3360,32780
3361,39894
3362,171501
3363,47334
3364,309827
3365,13397
3366,23647
3367,344095
3368,71602
3369,62944
3370,331282
3371,315790
3372,311707
3373,299849
3374,187552
3375,3648
3376,297728
3377,294103
3378,274996
3379,126631
3380,148698
3381,4054
3382,244030
3383,238179
3384,21381
3385,228423
3386,284819
3387,219191
3388,144361
3389,26698
3390,281551
3391,343579
3392,93459
3393,4609
3394,294943
3395,285454
3396,85314
3397,255910
3398,300057
3399,342248
3400,139397
3401,6588
3402,160039
3403,176853
3404,335529
3405,85667
3406,343886
3407,216884
3408,144299
3409,120026
3410,109796
3411,248503
3412,183868
3413,170625
3414,110431
3415,29416
3416,256218
3417,172521
3418,45995
3419,306308
3420,86574
3421,317074
3422,110428
3423,215121
3424,332116
3425,43330
3426,175659
3427,8831
3428,55426
3429,294610
3430,2822
3431,192041
3432,114467
3433,15316
3434,337995
3435,15720
3436,66163
3437,306458
3438,208819
3439,69778
3440,79956
3441,236739
3442,214963
3443,304576
3444,303995
3445,33076
3446,138834
3447,314138
3448,9145
3449,287452
3450,265169
3451,248285
3452,55856
3453,254295
3454,191610
3455,236760
3456,267457
3457,2931
3458,277582
3459,226313
3460,319498
3461,343423
3462,306283
3463,33270
3464,109013
3465,186195
3466,211688
3467,347948
3468,12962
3469,143465
3470,98630
3471,3376
3472,56900
3473,222975
3474,199618
3475,298848
3476,194053
3477,286185
3478,182876
3479,36242
3480,262914
3481,164373
3482,242614
3483,55290
3484,333643
3485,53086
3486,219059
3487,269855
3488,178517
3489,80335
3490,223097
3491,163531
3492,212345
3493,206286
3494,275338
3495,222144
3496,249432
3497,166947
3498,10028
3499,13353
3500,222246
3501,228148
3502,303523
3503,161876
3504,62772
3505,290947
3506,232094
3507,2979
3508,15944
3509,80270
3510,161200
3511,140181
3512,268772
3513,5085
3514,138297
3515,135058
3516,155244
3517,275515
3518,337206
3519,72718
3520,260794
3521,210755
3522,86140
3523,230616
3524,18833
3525,293758
3526,147522
3527,205691
3528,81735
3529,130101
3530,4741
3531,13831
3532,262330
3533,29998
3534,196826
3535,97711
3536,135290
3537,32886
3538,241494
3539,252625
3540,240470
3541,284634
3542,160602
3543,1376
3544,104045
3545,243298
3546,155909
3547,290546
3548,38035
3549,41597
3550,150229
3551,147939
3552,233608
3553,34281
3554,82635
3555,221112
3556,339174
3557,309712
3558,286155
3559,122631
3560,125378
3561,334703
3562,182394
3563,119959
3564,218663
3565,94739
3566,57641
3567,195615
3568,144860
3569,153105
3570,21842
3571,1735
3572,35675
3573,190873
3574,327246
3575,251688
3576,301505
3577,321343
3578,74899
3579,243926
3580,264240
3581,304455
3582,142131
3583,20141
3584,247083
3585,107992
3586,306246
3587,270502
3588,33994
3589,278567
3590,240299
3591,299865
3592,287597
3593,206611
3594,252647
3595,267686
3596,171649
3597,284165
3598,290841
3599,35416
3600,208105
3601,158621
3602,24450
3603,111229
3604,96237
3605,125362
3606,280976
3607,153507
3608,228319
3609,49889
3610,74695
3611,22108
3612,73805
3613,106072
3614,59100
3615,78705
3616,225748
3617,176614
3618,117771
3619,343003
3620,330900
3621,713
3622,26225
3623,89152
3624,34779
3625,117550
3626,4095
3627,109550
3628,256619
3629,335569
3630,15901
3631,62953
3632,309745
3633,59334
3634,278093
3635,141021
3636,49133
3637,191003
3638,331630
3639,32064
3640,270580
3641,256211
3642,27480
3643,236202
3644,332675
3645,298604
3646,34472
3647,61720
3648,17518
3649,216324
3650,7304
3651,236891
3652,346568
3653,179043
3654,316016
3655,179693
3656,23425
3657,36518
3658,122182
3659,171816
3660,140200
3661,155984
3662,135250
3663,302266
3664,198437
3665,117554
3666,133267
3667,33346
3668,171905
3669,53694
3670,85009
3671,240
3672,121597
3673,67807
3674,279857
3675,268312
3676,138213
3677,10153
3678,268473
3679,15300
3680,260198
3681,23109
3682,276588
3683,119394
3684,201256
3685,314182
3686,71091
3687,297611
3688,124751
3689,261415
3690,332007
3691,28794
3692,316887
3693,220711
3694,87569
3695,212203
3696,229122
3697,96858
3698,191364
3699,283195
3700,146198
3701,186808
3702,304105
3703,84838
3704,158162
3705,18874
3706,74370
3707,302036
3708,39752
3709,294500
3710,15028
3711,34325
3712,213408
3713,13515
3714,116515
3715,8566
3716,102662
3717,340510
3718,268007
3719,22700
3720,217883
3721,27914
3722,132266
3723,139785
3724,48576
3725,338288
3726,95134
3727,114633
3728,135925
3729,144861
3730,108295
3731,321195
3732,309812
3733,155403
3734,85285
3735,227556
3736,93649
3737,263092
3738,9689
3739,138739
3740,315993
3741,106546
3742,89765
3743,35563
3744,121810
3745,178477
3746,267599
3747,176873
3748,193747
3749,262710
3750,105486
3751,200956
3752,54867
3753,105981
3754,53442
3755,1570
3756,897
3757,321712
3758,81375
3759,291726
3760,107280
3761,209754
3762,320169
3763,71955
3764,212887
3765,132770
3766,207767
3767,196649
3768,313154
3769,174836
3770,218357
3771,19466
3772,321590
3773,294686
3774,195264
3775,14285
3776,338530
3777,33572
3778,103214
3779,277263
3780,235826
3781,117197
3782,89143
3783,145965
3784,130581
3785,316675
3786,94048
3787,38558
3788,125170
3789,304619
3790,272497
3791,309829
3792,193984
3793,255872
3794,248683
3795,44271
3796,114008
3797,129276
3798,170883
3799,60325
3800,288471
3801,315047
3802,171421
3803,125023
3804,13805
3805,6718
3806,59106
3807,194511
3808,67232
3809,215884
3810,170352
3811,232636
3812,108210
3813,121035
3814,162466
3815,185063
3816,41013
3817,243834
3818,187817
3819,183786
3820,70011
3821,233162
3822,213967
3823,122238
3824,135327
3825,135924
3826,146819
3827,29312
3828,38956
3829,264310
3830,155531
3831,2640
3832,178813
3833,105093
3834,304182
3835,179985
3836,270060
3837,304483
3838,137365
3839,276474
3840,278894
3841,37617
3842,204130
3843,254814
3844,336923
3845,79709
3846,16153
3847,130065
3848,17659
3849,35177
3850,97554
3851,189350
3852,54233
3853,82030
3854,109119
3855,276036
3856,163090
3857,235998
3858,34741
3859,276733
3860,211973
3861,18956
3862,276432
3863,229035
3864,62854
3865,87165
3866,299896
3867,275149
3868,156591
3869,339281
3870,312594
3871,302524
3872,242470
3873,183421
3874,203496
3875,41197
3876,312964
3877,67853
3878,288118
3879,333827
3880,325916
3881,321883
3882,183603
3883,116873
3884,281933
3885,97369
3886,55407
3887,159950
3888,342478
3889,5665
3890,100832
3891,122071
3892,71031
3893,284999
3894,306208
3895,196976
3896,211013
3897,198904
3898,166453
3899,169991
3900,309932
3901,124922
3902,174255
3903,32957
3904,346170
3905,241860
3906,186751
3907,257882
3908,331063
3909,315312
3910,10924
3911,127335
3912,300347
3913,119641
3914,152863
3915,59034
3916,347860
3917,98700
3918,135625
3919,17897
3920,109456
3921,177477
3922,173752
3923,115987
3924,214577
3925,282347
3926,348040
3927,79394
3928,11669
3929,204901
3930,268157
3931,241227
3932,17012
3933,63884
3934,165135
3935,168771
3936,174775
3937,211214
3938,110980
3939,117630
3940,23124
3941,343665
3942,119376
3943,122117
3944,227759
3945,174478
